id,ime,fakulteta,univerza,predmeti,st_ocen,ocena
239,Berk Skok Aleš,Ekonomska fakulteta,Univerza v Ljubljani,['Upravljanje s finančnimi naložbami'],55,2.2

240,Bernik Anže,Ekonomska fakulteta,Univerza v Ljubljani,"['Informatika', 'Osnove statistike', 'Peka čevapčičev', 'Management proizvodnih in storitvenih procesov', 'Mešanje megle', 'Linearno drkanje kurca']",19,2.6

241,Bodlaj Mateja,Ekonomska fakulteta,Univerza v Ljubljani,['Uvod v trženje'],20,1.8

242,Božič Katerina,Ekonomska fakulteta,Univerza v Ljubljani,[''],27,2.6

243,Bratec Mih A,Ekonomska fakulteta,Univerza v Ljubljani,"['Sustainable tourism', 'Poslovanje v hotelirstvu', 'Osnove turizma', 'Oblikovanje turističnih proizvodov']",39,3.7

244,Breskvar Peter,Ekonomska fakulteta,Univerza v Ljubljani,[''],25,3.4

245,Brščič Lidija,Ekonomska fakulteta,Univerza v Ljubljani,"['Diplomska naloga', 'Podjetništvo']",50,3.8

246,Cepec Jaka,Ekonomska fakulteta,Univerza v Ljubljani,"['Poslovno pravo in pravo družb', 'Kvantna mehanika v marketingu', 'Delovno pravo']",360,4.0

247,Cibic Damir,Ekonomska fakulteta,Univerza v Ljubljani,[''],121,1.8

248,Cirman Andreja,Ekonomska fakulteta,Univerza v Ljubljani,[''],73,2.3

249,Damij Talib,Ekonomska fakulteta,Univerza v Ljubljani,['It project management'],73,2.3

250,Dasa Farcnik,Ekonomska fakulteta,Univerza v Ljubljani,[''],113,2.2

251,Dimovski Vlado,Ekonomska fakulteta,Univerza v Ljubljani,"['Temelji managementa', 'Organizacija in management']",256,2.1

252,Dmitrović Tanja,Ekonomska fakulteta,Univerza v Ljubljani,[''],44,2.5

253,Dolšak Janez,Ekonomska fakulteta,Univerza v Ljubljani,[''],36,3.1

254,Domadenik Polona,Ekonomska fakulteta,Univerza v Ljubljani,"['Upravljalna ekonomika', 'Mikroekonomija']",149,2.3

255,Drašček Matej,Ekonomska fakulteta,Univerza v Ljubljani,['Strateški management 1'],28,3.2

256,Drnovšek Mateja,Ekonomska fakulteta,Univerza v Ljubljani,['Teorija podjetništva'],93,1.8

257,Durukan Mübeccel Banu,Ekonomska fakulteta,Univerza v Ljubljani,[''],53,2.3

258,Erjavec Jure,Ekonomska fakulteta,Univerza v Ljubljani,['Informatika'],140,4.0

259,Ferbar Tratar Liljana,Ekonomska fakulteta,Univerza v Ljubljani,[''],30,3.7

260,Foye James,Ekonomska fakulteta,Univerza v Ljubljani,"['Uvod v kdor išče ta najde', 'Corporate finance 1', 'Corporate finance 2']",98,4.3

261,Garrod Neil,Ekonomska fakulteta,Univerza v Ljubljani,[''],19,1.6

262,Gradišar Miro,Ekonomska fakulteta,Univerza v Ljubljani,['Osnove informatike'],74,2.6

263,Groznik Aleš,Ekonomska fakulteta,Univerza v Ljubljani,"['Elektronsko poslovanje', 'Poslovna logistika']",108,3.0

264,Grublješić Tanja,Ekonomska fakulteta,Univerza v Ljubljani,[''],27,2.2

265,Guštin Ada,Ekonomska fakulteta,Univerza v Ljubljani,[''],28,2.0

266,Hočevar Marko,Ekonomska fakulteta,Univerza v Ljubljani,"['Stroškovno računovodstvo', 'Računovodsko predračunavanje', 'Financiranje tajkunskih kreditov 3']",189,3.9

267,Hrovatin Nevenka,Ekonomska fakulteta,Univerza v Ljubljani,[''],107,2.4

268,Hvalica Dušan,Ekonomska fakulteta,Univerza v Ljubljani,[''],75,2.8

269,Igličar Aleksander,Ekonomska fakulteta,Univerza v Ljubljani,[''],83,3.5

270,Indihar Štemberger Mojca,Ekonomska fakulteta,Univerza v Ljubljani,[''],75,1.8

271,Istenić Tanja,Ekonomska fakulteta,Univerza v Ljubljani,['Osnove statistike'],42,3.6

272,Jaklič Marko,Ekonomska fakulteta,Univerza v Ljubljani,['Poslovno okolje podjetja '],130,4.0

273,Jaklič Jurij,Ekonomska fakulteta,Univerza v Ljubljani,['Baze podatkov in njihova uporaba'],95,3.5

274,Jakšič Marko,Ekonomska fakulteta,Univerza v Ljubljani,[''],27,3.8

275,Jazbec Boštjan,Ekonomska fakulteta,Univerza v Ljubljani,[''],35,2.5

276,Jeram Nina,Ekonomska fakulteta,Univerza v Ljubljani,['Šport'],17,2.9

277,Jerman Blažič Borka,Ekonomska fakulteta,Univerza v Ljubljani,[''],39,1.5

278,Jezernik Živa,Ekonomska fakulteta,Univerza v Ljubljani,[''],10,2.9

279,Kamnik Doroteja,Ekonomska fakulteta,Univerza v Ljubljani,[''],30,3.9

280,Kavčič Slavka,Ekonomska fakulteta,Univerza v Ljubljani,"['Poslovodno računovodstvo', 'Ziher je ziher - prihodnost vnukov']",76,1.9

281,Kecman Dejan,Ekonomska fakulteta,Univerza v Ljubljani,['Praktična informatika'],23,2.7

282,Kešeljević Aleksander,Ekonomska fakulteta,Univerza v Ljubljani,"['Makroekonomija', 'Kvantna fizika v ekonomiji']",192,3.3

283,Knežević Cvelbar Ljubica,Ekonomska fakulteta,Univerza v Ljubljani,[''],37,1.9

284,Kokol Bukovšek Damjana,Ekonomska fakulteta,Univerza v Ljubljani,['Matematika za ekonomske in poslovne vede'],33,1.5

285,Kolar Tomaž,Ekonomska fakulteta,Univerza v Ljubljani,[''],13,2.4

286,Koman Matjaž,Ekonomska fakulteta,Univerza v Ljubljani,"['Ekonomika upravljanja', 'Matematika za ekonomske vede', 'Upravljalna ekonomika', 'Škiljenje']",114,2.3

287,Konečnik Ruzzier Maja,Ekonomska fakulteta,Univerza v Ljubljani,"['Temelji trženja', 'Mešanje megle']",61,3.0

288,Korenjak Černe Simona,Ekonomska fakulteta,Univerza v Ljubljani,['Statistična analiza'],46,2.5

289,Korže Branko,Ekonomska fakulteta,Univerza v Ljubljani,['Pravo družb in poslovno pravo'],264,2.4

290,Kotnik Patricia,Ekonomska fakulteta,Univerza v Ljubljani,['Teorija podjetništva'],54,2.3

291,Kovač Bogomir,Ekonomska fakulteta,Univerza v Ljubljani,"['Uvod v kdor išče ta najde', 'Komunizem1', 'Židje in njihove laži']",189,2.3

292,Kovač Mitja,Ekonomska fakulteta,Univerza v Ljubljani,[''],139,4.0

293,Kovačič Andrej,Ekonomska fakulteta,Univerza v Ljubljani,[''],43,1.5

294,Kumar Andrej,Ekonomska fakulteta,Univerza v Ljubljani,['Ekonomika eu in slovenija'],74,1.5

295,Kunstelj Nika,Ekonomska fakulteta,Univerza v Ljubljani,[''],3,1.3

296,Kuščer Kir,Ekonomska fakulteta,Univerza v Ljubljani,"['Osnove turizma', 'Trajnostni turizem']",47,3.2

297,Lahovnik Matej,Ekonomska fakulteta,Univerza v Ljubljani,['Organizacija in management'],128,3.4

298,Lavrač Ivo,Ekonomska fakulteta,Univerza v Ljubljani,[''],55,1.3

299,Lindič Jaka,Ekonomska fakulteta,Univerza v Ljubljani,"['Fafanje analize', 'Financiranje rastočih poslov', 'Tehnološko podjetništvo']",17,2.5

300,Ličen Mina,Ekonomska fakulteta,Univerza v Ljubljani,[''],38,2.2

301,Lončarski Igor,Ekonomska fakulteta,Univerza v Ljubljani,[''],25,3.8

302,Madon Maša,Ekonomska fakulteta,Univerza v Ljubljani,[''],29,2.1

303,Makovec Brenčič Maja,Ekonomska fakulteta,Univerza v Ljubljani,[''],92,2.3

304,Malačič Janez,Ekonomska fakulteta,Univerza v Ljubljani,['Fafanje analize'],41,2.2

305,Manfreda Anton,Ekonomska fakulteta,Univerza v Ljubljani,['Elektronsko poslovanje'],4,3.8

306,Marc Mojca,Ekonomska fakulteta,Univerza v Ljubljani,[''],36,3.9

307,Marinšek Denis,Ekonomska fakulteta,Univerza v Ljubljani,['Statistična analiza'],218,4.0

308,Marko Košak,Ekonomska fakulteta,Univerza v Ljubljani,"['Fim 2', 'Bančništvo', 'Finančni trgi in institucije']",41,3.7

309,Martič Matjaž,Ekonomska fakulteta,Univerza v Ljubljani,[''],24,3.6

310,Masten Igor,Ekonomska fakulteta,Univerza v Ljubljani,[''],45,2.1

311,Mihalič Tanja,Ekonomska fakulteta,Univerza v Ljubljani,[''],74,1.4

312,Mihelič Katja,Ekonomska fakulteta,Univerza v Ljubljani,"['Organizacijsko vedenje', 'Organisational behavior']",30,2.2

313,Moerec Barbara,Ekonomska fakulteta,Univerza v Ljubljani,"['Finančno računovodstvo 1', 'Financiranje tajkunskih kreditov 1']",85,3.9

314,Mojškerc Blaž,Ekonomska fakulteta,Univerza v Ljubljani,['Matematika za ekonomske in poslovne vede'],149,4.0

315,Mrak Mojmir,Ekonomska fakulteta,Univerza v Ljubljani,['Mednarodno finančno okolje'],138,4.0

316,Mramor Dušan,Ekonomska fakulteta,Univerza v Ljubljani,"['Poslovne finance 1', 'Visoko kriminalna finančna politika']",169,2.3

317,Ograjenšek Irena,Ekonomska fakulteta,Univerza v Ljubljani,['Osnove statistike'],215,3.1

318,Pahor Marko,Ekonomska fakulteta,Univerza v Ljubljani,[''],115,1.4

319,Pavasović Trošt Tamara,Ekonomska fakulteta,Univerza v Ljubljani,"['Osnove statistike', 'Trženjsko raziskovanje', 'Poslovanje v mednarodnem okolju']",165,4.0

320,Pavlič Damijan Jože,Ekonomska fakulteta,Univerza v Ljubljani,"['Evropski monetarni sistem', 'Makroekonomija 2', 'Komunizem1']",75,2.3

321,Penger Sandra,Ekonomska fakulteta,Univerza v Ljubljani,['Temelji managementa'],62,3.1

322,Peterlin Judita,Ekonomska fakulteta,Univerza v Ljubljani,[''],19,3.9

323,Petrin Tea,Ekonomska fakulteta,Univerza v Ljubljani,[''],38,1.8

324,Pfajfar Gregor,Ekonomska fakulteta,Univerza v Ljubljani,[''],54,3.3

325,Polanec Sašo,Ekonomska fakulteta,Univerza v Ljubljani,['Makroekonomija 1'],105,3.2

326,Ponikvar Nina,Ekonomska fakulteta,Univerza v Ljubljani,[''],4,5.0

327,Porenta Jan,Ekonomska fakulteta,Univerza v Ljubljani,"['Davki in poslovanje podjetij', 'Mednarodno finančno okolje']",6,4.3

328,Prašnikar Janez,Ekonomska fakulteta,Univerza v Ljubljani,"['Mikroekonomija', 'Upravljalna ekonomika']",158,2.5

329,Prodan Igor,Ekonomska fakulteta,Univerza v Ljubljani,"['Družinsko podjetništvo', 'Poslovno okolje']",14,4.1

330,Pustoslemsek Tamara,Ekonomska fakulteta,Univerza v Ljubljani,['Uvod v računovodstvo'],49,4.3

331,Pučko Danijel,Ekonomska fakulteta,Univerza v Ljubljani,[''],72,1.3

332,Rant Vasja,Ekonomska fakulteta,Univerza v Ljubljani,"['Ekonomske politike eu', 'Mednarodno finančno okolje']",35,2.3

333,Rašković Matevž,Ekonomska fakulteta,Univerza v Ljubljani,['Mednarodno poslovanje'],35,3.5

334,Redek Tjaša,Ekonomska fakulteta,Univerza v Ljubljani,[''],34,3.4

335,Rejc Buhovac Adrijana,Ekonomska fakulteta,Univerza v Ljubljani,['Strateški management 1'],74,3.7

336,Rogelj Roman,Ekonomska fakulteta,Univerza v Ljubljani,"['Ekonometrija 1', 'Statistična analiza']",73,3.9

337,Rojšek Iča,Ekonomska fakulteta,Univerza v Ljubljani,[''],24,2.8

338,Rovan Jože,Ekonomska fakulteta,Univerza v Ljubljani,['Statistična analiza'],105,3.7

339,Rozman Rudi,Ekonomska fakulteta,Univerza v Ljubljani,[''],49,3.3

340,Rusjan Borut,Ekonomska fakulteta,Univerza v Ljubljani,['Management proizvodnih in storitvenih procesov'],72,1.6

341,Sambt Jože,Ekonomska fakulteta,Univerza v Ljubljani,['Osnove statistike'],46,3.5

342,Senjur Marjan,Ekonomska fakulteta,Univerza v Ljubljani,[''],36,1.9

343,Sirše Janez,Ekonomska fakulteta,Univerza v Ljubljani,[''],14,3.0

344,Sitar  Aleša Saša,Ekonomska fakulteta,Univerza v Ljubljani,['Organizacija in management'],4,3.5

345,Slapnik Ursula,Ekonomska fakulteta,Univerza v Ljubljani,[''],20,3.4

346,Slapničar Sergeja,Ekonomska fakulteta,Univerza v Ljubljani,['Finančno računovodstvo'],44,3.0

347,Sokolovska Iskra,Ekonomska fakulteta,Univerza v Ljubljani,['Makroekonomija 1'],12,1.6

348,Spruk Rok,Ekonomska fakulteta,Univerza v Ljubljani,[''],28,3.3

349,Srakar Andrej,Ekonomska fakulteta,Univerza v Ljubljani,['Makroekonomija 1'],30,4.4

350,Stanovnik Tine,Ekonomska fakulteta,Univerza v Ljubljani,[''],36,2.5

351,Stare Aljaž,Ekonomska fakulteta,Univerza v Ljubljani,[''],42,3.9

352,Sušjan Andrej,Ekonomska fakulteta,Univerza v Ljubljani,[''],31,3.8

353,Swagen Golf Volk,Ekonomska fakulteta,Univerza v Ljubljani,[''],2,5.0

354,Tajnikar Maks,Ekonomska fakulteta,Univerza v Ljubljani,"['Financiranje tajkunskih kreditov 1', 'Temelji makroekonomije']",171,2.2

355,Tekavčič Metka,Ekonomska fakulteta,Univerza v Ljubljani,['Uvod v poslovanje'],141,3.0

356,Toman Aleš,Ekonomska fakulteta,Univerza v Ljubljani,['Matematika za ekonomske in poslovne vede'],80,3.8

357,Tornić Kristijan,Ekonomska fakulteta,Univerza v Ljubljani,['Informatika'],14,1.5

358,Trkman Peter,Ekonomska fakulteta,Univerza v Ljubljani,[''],77,3.9

359,Trobec Domen,Ekonomska fakulteta,Univerza v Ljubljani,['Upravljalna ekonomika'],70,3.7

360,Turk Tomaž,Ekonomska fakulteta,Univerza v Ljubljani,[''],41,3.1

361,Vahčič Aleš,Ekonomska fakulteta,Univerza v Ljubljani,['Podjetništvo'],49,1.9

362,Valentinčič Aljoša,Ekonomska fakulteta,Univerza v Ljubljani,[''],93,2.5

363,Vegelj Boštjan - Sodelavec,Ekonomska fakulteta,Univerza v Ljubljani,['Uvod v računovodstvo'],69,3.5

364,Vida Irena,Ekonomska fakulteta,Univerza v Ljubljani,[''],34,2.0

365,Vidic Darjana,Ekonomska fakulteta,Univerza v Ljubljani,"['Financiranje tajkunskih kreditov 2', 'Peka čevapčičev']",58,3.3

366,Volovec Luka,Ekonomska fakulteta,Univerza v Ljubljani,[''],7,4.0

367,Zaman Goff Maja,Ekonomska fakulteta,Univerza v Ljubljani,"['Revizija', 'Uvod v računovodstvo']",43,4.3

368,Zorko Robert,Ekonomska fakulteta,Univerza v Ljubljani,['Temelji makroekonomije'],3,3.7

369,Zovko Vinko,Ekonomska fakulteta,Univerza v Ljubljani,[''],48,4.0

370,Zupan Nada,Ekonomska fakulteta,Univerza v Ljubljani,[''],49,3.8

371,Čadež Simon,Ekonomska fakulteta,Univerza v Ljubljani,['Temelji finančnega in poslovodnega računovodstva'],74,3.3

372,Čater Barbara,Ekonomska fakulteta,Univerza v Ljubljani,['Trženjsko raziskovanje'],20,2.0

373,Čater Tomaž,Ekonomska fakulteta,Univerza v Ljubljani,[''],145,2.0

374,Čepon Slavica,Ekonomska fakulteta,Univerza v Ljubljani,['Angleški jezik za poslovne in ekonomske vede'],11,1.3

375,Černe France,Ekonomska fakulteta,Univerza v Ljubljani,['Primerjalna analiza ekonomskih sisitemov'],0,0

376,Čertanec Ana,Ekonomska fakulteta,Univerza v Ljubljani,['Poslovno pravo in pravo družb'],57,2.9

377,Čerče Danica,Ekonomska fakulteta,Univerza v Ljubljani,['Angleški jezik za poslovne in ekonomske vede'],23,2.8

378,Čibej Jože Andrej,Ekonomska fakulteta,Univerza v Ljubljani,[''],35,4.0

379,Čok Mitja,Ekonomska fakulteta,Univerza v Ljubljani,[''],80,3.4

380,Šegota Tin A,Ekonomska fakulteta,Univerza v Ljubljani,"['Revizija', 'Trajnostni turizem']",16,3.4

381,Šengelaja Rosvita,Ekonomska fakulteta,Univerza v Ljubljani,[''],12,3.7

382,Šobota Aleksandra,Ekonomska fakulteta,Univerza v Ljubljani,[''],228,3.9

383,Žabkar Vesna,Ekonomska fakulteta,Univerza v Ljubljani,[''],32,3.2

384,Žigon Matjaž,Ekonomska fakulteta,Univerza v Ljubljani,['Poslovno komuniciranje'],51,3.6

385,Žnidaršič Jana,Ekonomska fakulteta,Univerza v Ljubljani,['Poslovno komuniciranje'],76,3.7

386,Fister Peter,Fakulteta za arhitekturo,Univerza v Ljubljani,[''],17,3.5

387,Florijančič Miloš,Fakulteta za arhitekturo,Univerza v Ljubljani,[''],39,3.8

388,Gabrijelčič Mag.peter,Fakulteta za arhitekturo,Univerza v Ljubljani,[''],54,3.6

389,Košir Fedja,Fakulteta za arhitekturo,Univerza v Ljubljani,[''],40,2.4

390,Leskovec Boris,Fakulteta za arhitekturo,Univerza v Ljubljani,[''],24,2.8

391,Muhič Alojz,Fakulteta za arhitekturo,Univerza v Ljubljani,['Opisna geometrija'],25,3.8

392,Ravnikar Vojteh,Fakulteta za arhitekturo,Univerza v Ljubljani,[''],22,3.9

393,Ažman Momirski Lucija,Fakulteta za arhitekturo,Univerza v Ljubljani,"['Razvoj urbanizma', 'Akcijsko planiranje in strateško presojanje']",104,3.4

394,Belušič Leon,Fakulteta za arhitekturo,Univerza v Ljubljani,"['Predstavitvene tehnike 1', 'Predstavitvene tehnike 2']",116,1.7

395,Blenkuš Matej,Fakulteta za arhitekturo,Univerza v Ljubljani,['Konstrukcije 2'],72,3.4

396,Bonča Jaka,Fakulteta za arhitekturo,Univerza v Ljubljani,"['Olt', 'Olt']",394,4.2

397,De Gleria Vid,Fakulteta za arhitekturo,Univerza v Ljubljani,[''],15,4.2

398,Deu Živa,Fakulteta za arhitekturo,Univerza v Ljubljani,"['Prenova arhitekture in konzervatorstvo', 'Prenova arhitekture in konzervatorstvo']",136,3.0

399,Dešman Miha,Fakulteta za arhitekturo,Univerza v Ljubljani,['Zgodovina in teorija  arhitekture 2'],85,3.3

400,Ettlinger Or,Fakulteta za arhitekturo,Univerza v Ljubljani,['Digitalne metode in  predstavitve'],211,3.9

401,Fikfak Alenka,Fakulteta za arhitekturo,Univerza v Ljubljani,[''],40,4.0

402,Florjančič Miloš,Fakulteta za arhitekturo,Univerza v Ljubljani,['Arhitekturno oblikovanje 2'],120,3.7

403,Gabrijelčič Peter,Fakulteta za arhitekturo,Univerza v Ljubljani,"['Osnove urbanizma', 'Dekan fakultete']",157,3.5

404,Glažar Tadej,Fakulteta za arhitekturo,Univerza v Ljubljani,"['Projektiranje', 'Družbene stavbe', 'Projektiranje', 'Družbene stavbe']",288,2.9

405,Gregorski Mojca,Fakulteta za arhitekturo,Univerza v Ljubljani,[''],49,2.3

406,Henigsman Jure,Fakulteta za arhitekturo,Univerza v Ljubljani,['Arhitekturno oblikovanje 1'],2,4.5

407,Hudnik Špela,Fakulteta za arhitekturo,Univerza v Ljubljani,[''],59,2.8

408,Jeza Primož,Fakulteta za arhitekturo,Univerza v Ljubljani,[''],32,3.6

409,Juvanec Borut,Fakulteta za arhitekturo,Univerza v Ljubljani,"['Materiali in oblike', 'Materiali in oblike']",348,1.9

410,Kalčič Igor,Fakulteta za arhitekturo,Univerza v Ljubljani,"['Detajl v arhitekturni kompoziciji', 'Stanovanjske stavbe', 'Detajl v arhitekturni kompoziciji', 'Stanovanjske stavbe']",132,4.0

411,Kilar Vojko,Fakulteta za arhitekturo,Univerza v Ljubljani,"['Statika', 'Statika']",206,2.8

412,Kobe Jurij,Fakulteta za arhitekturo,Univerza v Ljubljani,"['Oprema prostora', 'Oprema prostora']",134,2.4

413,Konstantinović Josip,Fakulteta za arhitekturo,Univerza v Ljubljani,"['', '']",194,2.8

414,Korektura Zvone,Fakulteta za arhitekturo,Univerza v Ljubljani,[''],6,2.7

415,Koželj Janez,Fakulteta za arhitekturo,Univerza v Ljubljani,"['Urbanistično oblikovanje', 'Urbanistično oblikovanje']",200,2.8

416,Kresal Janez,Fakulteta za arhitekturo,Univerza v Ljubljani,"['Tehnologija gradnje in  gradivo', 'Tehnologija gradnje in  gradivo']",88,3.0

417,Krušec Tomaž,Fakulteta za arhitekturo,Univerza v Ljubljani,"['Arhitekturno oblikovanje 2', 'Arhitekturno oblikovanje 2']",256,3.6

418,Kušar Jože,Fakulteta za arhitekturo,Univerza v Ljubljani,"['Konstruiranje in dimenzioniranje', 'Konstruiranje in dimenzioniranje']",76,3.7

419,Kušar Domen,Fakulteta za arhitekturo,Univerza v Ljubljani,['Opisna geometrija'],58,3.6

420,Leslovec Boris,Fakulteta za arhitekturo,Univerza v Ljubljani,[''],2,3.5

421,Mahovič Andrej,Fakulteta za arhitekturo,Univerza v Ljubljani,[''],32,2.0

422,Marinko Jože,Fakulteta za arhitekturo,Univerza v Ljubljani,"['', '', '']",90,3.0

423,Marolt Peter,Fakulteta za arhitekturo,Univerza v Ljubljani,[''],34,1.9

424,Medved Sašo,Fakulteta za arhitekturo,Univerza v Ljubljani,"['Gradbena fizika', 'Tehnologija instalacij']",121,2.8

425,Mihelj Črtomir,Fakulteta za arhitekturo,Univerza v Ljubljani,"['', '']",40,4.2

426,Muhič Lojze,Fakulteta za arhitekturo,Univerza v Ljubljani,['Opisna geometrija'],57,3.8

427,Natlačen Urnik Franc,Fakulteta za arhitekturo,Univerza v Ljubljani,[''],3,3.7

428,Novljan Tomaž,Fakulteta za arhitekturo,Univerza v Ljubljani,"['Barve v arhitekturi', 'Svetloba v arhitekturi']",78,4.1

429,Ocvirk Marjan,Fakulteta za arhitekturo,Univerza v Ljubljani,"['Skiciranje', 'Skiciranje']",128,2.1

430,Perossa Mario,Fakulteta za arhitekturo,Univerza v Ljubljani,"['', '']",42,3.6

431,Perović Vasa J.,Fakulteta za arhitekturo,Univerza v Ljubljani,"['Arhitekturno oblikovanje 3', 'Seminar', 'Arhitekturno oblikovanje 3', 'Seminar']",44,3.4

432,Planinšček Anja,Fakulteta za arhitekturo,Univerza v Ljubljani,['Asistentka seminar vodopivec'],60,3.0

433,Rustja Uroš,Fakulteta za arhitekturo,Univerza v Ljubljani,['Arhitekturno oblikovanje 1'],1,5.0

434,Sadar Jurij,Fakulteta za arhitekturo,Univerza v Ljubljani,['Predstavitvene tehnike 3'],57,1.7

435,Seljak Igor,Fakulteta za arhitekturo,Univerza v Ljubljani,['Asistent seminar kalčič'],87,1.4

436,Skicirka Jože,Fakulteta za arhitekturo,Univerza v Ljubljani,[''],14,4.7

437,Slak Tomaž,Fakulteta za arhitekturo,Univerza v Ljubljani,['Projektiranje 5'],2,5.0

438,Strel Lenčič Uroš,Fakulteta za arhitekturo,Univerza v Ljubljani,['Digitalne metode in predstavitve '],51,4.4

439,Suhadolc Janez,Fakulteta za arhitekturo,Univerza v Ljubljani,"['', '']",142,2.1

440,Ulen Janez,Fakulteta za arhitekturo,Univerza v Ljubljani,['Slovenščina '],3,3.7

441,Vidic Anja,Fakulteta za arhitekturo,Univerza v Ljubljani,['Asistentka seminar perović'],86,2.9

442,Vodopivec Aleš,Fakulteta za arhitekturo,Univerza v Ljubljani,"['Stanovanjske stavbe 2', 'Stanovanjske stavbe 2']",78,4.0

443,Vogelnik Blaž,Fakulteta za arhitekturo,Univerza v Ljubljani,"['', '', '']",102,2.6

444,Volgemut Mateja,Fakulteta za arhitekturo,Univerza v Ljubljani,['Opisna geometrija'],7,5.0

445,Vratuša Srečko,Fakulteta za arhitekturo,Univerza v Ljubljani,['Konstruiranje in dimenzioniranje'],114,4.1

446,Wallner Edo,Fakulteta za arhitekturo,Univerza v Ljubljani,"['Konstruiranje in dimenzioniranje', 'Statika']",32,1.6

447,Zbašnik Senegačnik Martina,Fakulteta za arhitekturo,Univerza v Ljubljani,"['', '']",110,1.7

448,Zorc Mitja,Fakulteta za arhitekturo,Univerza v Ljubljani,[''],39,2.7

449,Zorec Maruša,Fakulteta za arhitekturo,Univerza v Ljubljani,"['', '']",58,2.8

450,Zupančič Tadeja,Fakulteta za arhitekturo,Univerza v Ljubljani,"['', '']",84,1.7

451,Zupančič Domen,Fakulteta za arhitekturo,Univerza v Ljubljani,"['Upravljanje v arhitekturi', 'Vernakularna arhitektura', 'Rekreacijske stavbe']",47,2.4
